,L,Density,Seed,UDG Radius,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution,log10 Process TTS,log2 Process TTS,N
7116,21,0.8,11,3.0,13.221625,89.787932,13.224606,15.374567,105.34857,15.377235,45,2.0226286448769706,6.719026920940761,353
7166,21,0.8,61,3.0,15.713768,109.847193,15.717464,16.385705,107.627173,16.388363,45,2.0319219329855875,6.74989855580266,353
9160,25,0.8,55,3.0,203.501366,1595.41157,203.504987,15.442529,108.560477,15.446159,62,2.0356717428868754,6.762355154664235,500
7201,21,0.8,96,3.0,7.36539,49.110342,7.368388,15.0418,110.350448,15.044494,45,2.0427741006470437,6.785948676447679,353
7165,21,0.8,60,3.0,12.594581,89.73664,12.59761,15.026226,110.603825,15.028924,45,2.0437701463870233,6.7892574687751095,353
7131,21,0.8,26,3.0,15.617451,111.017185,15.620501,15.249232,110.789858,15.251899,45,2.0445000057332554,6.791682009042675,353
7119,21,0.8,14,3.0,15.902479,111.899544,15.905415,15.822488,111.278201,15.825143,45,2.0464100959371856,6.79802719135488,353
9188,25,0.8,83,3.0,320.45005,2386.576263,320.453667,16.108849,112.421514,16.1126,61,2.050849429715308,6.812774338955007,500
7111,21,0.8,6,3.0,15.003728,109.341843,15.006696,15.055627,112.786911,15.05826,45,2.052258702392848,6.8174558414558835,353
7128,21,0.8,23,3.0,14.284069,98.018194,14.287105,16.11161,113.11747,16.114626,45,2.0535296830747596,6.821677947891184,353
7184,21,0.8,79,3.0,13.819091,93.689049,13.822121,16.344196,115.130364,16.346903,44,2.0611898777441655,6.8471245637757905,353
7118,21,0.8,13,3.0,15.942406,115.844504,15.947975,16.023103,116.441351,16.025899,45,2.0661072356575434,6.8634596731808575,353
7205,21,0.8,100,3.0,16.605871,117.199826,16.608751,16.581819,116.542061,16.584488,45,2.066482694147237,6.8647069192862356,353
7175,21,0.8,70,3.0,12.770399,86.241497,12.773742,16.527085,119.315169,16.529705,45,2.0766956607215667,6.8986336598816465,353
7203,21,0.8,98,3.0,16.548338,120.69829,16.551272,16.544422,120.851365,16.547096,45,2.0822515600694445,6.917089958017727,353
7195,21,0.8,90,3.0,17.395161,121.770893,17.398299,17.181085,121.046267,17.183833,45,2.0829514005823824,6.919414777879596,353
7124,21,0.8,19,3.0,23.066252,166.348388,23.069307,17.709536,122.333674,17.712296,45,2.0875460189284554,6.934677769648702,353
7132,21,0.8,27,3.0,17.593008,118.010944,17.595907,16.936922,124.431919,16.939664,45,2.0949317989035103,6.959212799650492,353
9193,25,0.8,88,3.0,44.459033,330.813354,44.462625,17.69308,126.544504,17.696761,63,2.1022432879035615,6.983501040375223,500
7190,21,0.8,85,3.0,17.850314,125.911741,17.853808,18.578552,127.606758,18.581366,45,2.1058736750465084,6.995560925420696,353
8120,23,0.8,15,3.0,20.05743,147.497561,20.060771,17.68853,128.969995,17.691498,53,2.110488682999634,7.010891649998313,423
8170,23,0.8,65,3.0,32.091176,231.608197,32.094538,18.764775,130.145393,18.767771,52,2.114428799182937,7.023980432644747,423
7117,21,0.8,12,3.0,19.267803,134.881389,19.270754,18.95999,133.6696,18.962634,45,2.1260326484479175,7.062527585526924,353
8107,23,0.8,2,3.0,32.687379,243.849752,32.690667,19.122314,134.827524,19.125272,53,2.12977855912161,7.074971231434802,423
8174,23,0.8,69,3.0,58.725718,443.646885,58.729116,19.080738,135.036617,19.083779,52,2.130451549270947,7.0772068563194654,423
7143,21,0.8,38,3.0,20.403878,143.543346,20.407024,19.945945,141.503979,19.948635,45,2.1507686521108202,7.144698811049957,353
7161,21,0.8,56,3.0,5.069297,36.243502,5.072243,20.764359,141.870162,20.767075,45,2.1518910646515326,7.1484273848030035,353
8116,23,0.8,11,3.0,37.570019,278.284362,37.573412,20.382869,142.717978,20.38606,53,2.1544786840775703,7.157023270473234,423
8136,23,0.8,31,3.0,31.900733,232.850816,31.903998,20.326373,143.569197,20.329455,53,2.1570612713274984,7.165602439616269,423
9118,25,0.8,13,3.0,547.880321,4264.685231,547.884625,21.335284,143.626147,21.339019,61,2.157233509990731,7.166174604070687,500
7164,21,0.8,59,3.0,20.946808,147.403733,20.94983,20.015297,145.377673,20.018034,45,2.162497713005484,7.183661907962586,353
9132,25,0.8,27,3.0,171.325944,1320.35298,171.329422,22.274939,146.701706,22.278493,62,2.1664351643005295,7.196741838041848,500
8131,23,0.8,26,3.0,36.071722,252.025852,36.075098,21.831542,148.186722,21.834927,53,2.170809291224456,7.211272373161042,423
8112,23,0.8,7,3.0,59.503326,450.122234,59.50663,20.761774,150.812757,20.764767,52,2.178438079334663,7.236614658714282,423
8181,23,0.8,76,3.0,24.176736,169.04944,24.180095,21.691128,151.505358,21.694288,53,2.1804279919715723,7.243225005409203,423
7110,21,0.8,5,3.0,21.707101,152.664703,21.710133,20.724956,151.680067,20.727657,45,2.180928511830251,7.244887696389795,353
8184,23,0.8,79,3.0,48.492742,345.249916,48.496143,22.132903,151.915266,22.136255,52,2.181601418408063,7.247123043655864,423
8179,23,0.8,74,3.0,22.486545,157.092492,22.489871,22.047678,153.627839,22.050873,53,2.186469921610648,7.263295861224581,423
8155,23,0.8,50,3.0,35.103269,250.363995,35.106516,22.09725,154.522099,22.100261,53,2.1889905988898555,7.271669369896524,423
9187,25,0.8,82,3.0,129.746272,1011.520193,129.749855,22.214615,155.725552,22.218246,62,2.1923598789915415,7.2828618761258594,500
8133,23,0.8,28,3.0,26.056868,188.802468,26.060405,22.389942,159.356567,22.393016,53,2.202369965224856,7.3161146628165525,423
8108,23,0.8,3,3.0,25.15305,182.064674,25.156283,22.188318,160.328649,22.191352,53,2.2050111330273268,7.324888432342892,423
8139,23,0.8,34,3.0,34.806719,260.303653,34.809951,22.142795,160.623584,22.145806,53,2.2058093121076063,7.327539925854424,423
8167,23,0.8,62,3.0,33.995368,243.649832,33.99866,23.658704,163.627193,23.661963,53,2.2138554801939017,7.354268717676474,423
7157,21,0.8,52,3.0,21.651946,154.811566,21.654845,23.968195,166.620685,23.97088,45,2.221728915580478,7.380423703890422,353
8142,23,0.8,37,3.0,37.845058,271.912381,37.848389,24.903908,182.681771,24.907013,53,2.2616952132031876,7.513188870811931,423
8178,23,0.8,73,3.0,28.242359,200.070393,28.245853,26.552689,183.863487,26.55591,53,2.264495492322068,7.522491196690468,423
8132,23,0.8,27,3.0,24.643366,171.580173,24.647022,25.80881,188.009777,25.811801,53,2.27418043429955,7.5546638775428185,423
8151,23,0.8,46,3.0,22.1551,152.36098,22.158468,27.592439,189.312065,27.595752,53,2.2771782927591144,7.564622547784141,423
8147,23,0.8,42,3.0,37.126948,266.447978,37.130416,27.206892,190.814627,27.210245,53,2.2806116627260757,7.576027955937532,423
326,27,0.8,39,3.0,1385.340124,10876.692399,1385.345018,29.154867,191.761563,29.159012,71,2.2827615608645044,7.583169762964725,583
8106,23,0.8,1,3.0,30.685311,225.017569,30.688618,26.164476,194.328287,26.167528,53,2.2885360223900753,7.602352108939365,423
325,27,0.8,38,3.0,6594.137929,51507.405497,6594.142889,29.462092,195.341328,29.466362,71,2.2907941358815385,7.609853399588101,583
9127,25,0.8,22,3.0,160.297151,1248.980046,160.300672,27.094101,200.608931,27.097772,62,2.3023502636678397,7.648242025149523,500
8171,23,0.8,66,3.0,29.956793,212.044073,29.960613,28.225558,202.809431,28.228687,53,2.3070881465983084,7.663980931566535,423
8156,23,0.8,51,3.0,30.525042,215.934781,30.528391,28.818746,205.339282,28.821774,53,2.3124720391120657,7.681865835367838,423
8115,23,0.8,10,3.0,102.111821,785.701478,102.115213,28.531163,209.630332,28.534147,53,2.3214541221435523,7.711703669340745,423
8173,23,0.8,68,3.0,47.444052,346.626034,47.447336,29.506863,212.84347,29.509942,53,2.3280603306396785,7.7336490189447105,423
288,27,0.8,1,3.0,1860.981716,14582.508112,1860.985929,32.038652,218.174722,32.042752,71,2.3388044312575613,7.769340148641551,583
8128,23,0.8,23,3.0,31.011701,227.73998,31.016423,29.668202,219.613866,29.671295,53,2.3416597571677427,7.778825336002643,423
8159,23,0.8,54,3.0,30.373107,215.016419,30.376372,30.820089,220.130157,30.823076,53,2.34267954333267,7.782212992314692,423
8197,23,0.8,92,3.0,31.472776,224.989289,31.47615,30.844418,221.974351,30.847934,53,2.3463027948888975,7.794249173454169,423
8164,23,0.8,59,3.0,32.306142,230.946007,32.309672,30.56575,224.922024,30.568774,53,2.352031982929471,7.813281124167042,423
8194,23,0.8,89,3.0,33.637567,243.543526,33.643449,32.632305,226.636114,32.635411,53,2.355329114976794,7.824233959747599,423
8130,23,0.8,25,3.0,47.687706,358.737357,47.691119,31.377995,233.95421,31.381039,52,2.3691308647165634,7.870082379966743,423
8135,23,0.8,30,3.0,35.906994,262.671548,35.910419,32.518136,236.024983,32.521287,53,2.3729579750243084,7.882795765220274,423
8176,23,0.8,71,3.0,36.032197,259.732836,36.035562,33.581483,241.501741,33.584597,53,2.382920265952821,7.915889779345142,423
8148,23,0.8,43,3.0,20.277588,144.842458,20.280995,35.099836,253.952897,35.102972,53,2.404753171462462,7.988417121550638,423
9133,25,0.8,28,3.0,162.156595,1265.864474,162.160196,36.660471,269.454189,36.664089,62,2.4304849396315924,8.073896205162802,500
9131,25,0.8,26,3.0,71.319714,537.782642,71.323191,37.306219,270.176602,37.309822,62,2.4316477352771058,8.077758928686245,500
8110,23,0.8,5,3.0,33.720901,243.603168,33.7242,37.383446,271.155109,37.386442,53,2.4332177916577176,8.082974543087555,423
8157,23,0.8,52,3.0,59.407807,441.550805,59.411172,36.839235,275.107854,36.842314,53,2.4395029891543913,8.103853517233674,423
8138,23,0.8,33,3.0,37.567641,285.018716,37.571012,36.965416,276.458131,36.968438,53,2.4416293676388445,8.11091719366154,423
9181,25,0.8,76,3.0,831.380082,6479.580977,831.383577,38.903149,278.294225,38.906759,61,2.444504194200893,8.120467160785939,500
9115,25,0.8,10,3.0,149.540888,1160.880359,149.544464,37.57086,279.433845,37.574512,62,2.4462790066691857,8.126362960187517,500
8117,23,0.8,12,3.0,42.968342,320.455966,42.971681,38.154191,281.996754,38.157259,53,2.450244109283894,8.139534745962429,423
8187,23,0.8,82,3.0,43.268568,315.636847,43.272274,39.218897,288.699718,39.222064,53,2.4604463596649127,8.17342588813421,423
9137,25,0.8,32,3.0,67.912072,517.078945,67.915643,40.197589,299.663097,40.201218,62,2.4766332636127792,8.22719761912787,500
8185,23,0.8,80,3.0,42.440759,306.895577,42.444402,41.338648,302.794321,41.3416,53,2.4811477255787246,8.242194337165845,423
8188,23,0.8,83,3.0,24.290677,178.880054,24.293946,40.216447,304.814613,40.219524,53,2.4840357835111906,8.251788257951366,423
9147,25,0.8,42,3.0,114.629628,885.75473,114.633169,40.891505,307.74189,40.895135,62,2.4881866166816398,8.265577027277471,500
9171,25,0.8,66,3.0,69.742069,537.691583,69.745669,41.100863,308.870605,41.104557,62,2.489776578765206,8.270858766992674,500
8160,23,0.8,55,3.0,37.98606,282.092438,37.989367,42.592424,312.320748,42.595464,53,2.494600836111737,8.286884603009083,423
9162,25,0.8,57,3.0,96.440499,743.737548,96.443907,42.377406,315.398588,42.3809,62,2.4988597447152014,8.30103239115249,500
9200,25,0.8,95,3.0,66.257594,492.555574,66.261129,45.179363,319.541293,45.182895,62,2.5045269882010444,8.319858566508678,500
9179,25,0.8,74,3.0,96.378732,731.451952,96.382209,45.005101,321.248753,45.008698,62,2.50684145052995,8.327547043943628,500
8144,23,0.8,39,3.0,46.823951,350.757211,46.827244,42.501343,321.913416,42.504422,53,2.5077390766339067,8.330528893317068,423
8153,23,0.8,48,3.0,45.790696,342.275563,45.794107,44.846185,329.189076,44.849347,53,2.5174454149009944,8.362772651104985,423
9123,25,0.8,18,3.0,334.104717,2592.148878,334.108378,44.348204,337.926904,44.35183,61,2.5288227694416867,8.400567404799206,500
8124,23,0.8,19,3.0,34.529518,256.841357,34.532813,45.745918,339.544209,45.749115,53,2.5308963278795087,8.407455616830196,423
8190,23,0.8,85,3.0,49.216257,346.697434,49.219714,47.928281,344.265772,47.931378,53,2.5368938459098245,8.427378940474698,423
8180,23,0.8,75,3.0,42.67749,314.229576,42.680772,47.178737,351.740198,47.181754,53,2.546222003722062,8.458366409984713,423
8134,23,0.8,29,3.0,57.718987,429.685793,57.722517,46.922524,352.176011,46.925571,53,2.546759770015281,8.46015283094264,423
9189,25,0.8,84,3.0,116.516344,882.741668,116.51993,50.058281,357.381192,50.062041,62,2.553131693033791,8.481319901036287,500
9180,25,0.8,75,3.0,142.145058,1107.634287,142.148762,47.787463,361.975899,47.79118,62,2.5586796553957236,8.499749833075768,500
8109,23,0.8,4,3.0,29.943459,220.128896,29.946829,49.589112,367.551718,49.592216,53,2.5653184570575323,8.521803454832517,423
9175,25,0.8,70,3.0,135.493939,1026.933447,135.497674,52.129096,380.185958,52.133103,61,2.5799960723512716,8.570561437442738,500
8137,23,0.8,32,3.0,48.034309,364.406848,48.037644,49.81926,380.428078,49.82267,53,2.5802725631298618,8.571479919928112,423
8150,23,0.8,45,3.0,48.252451,358.50478,48.25579,50.755835,381.19655,50.759422,53,2.5811489614239416,8.574391252043528,423
8123,23,0.8,18,3.0,47.634853,356.865822,47.638162,53.499451,382.972106,53.50261,53,2.583167143024914,8.581095506204385,423
8143,23,0.8,38,3.0,48.980635,360.92179,48.98386,51.404331,383.041944,51.407423,53,2.5832463328468536,8.581358569098713,423
8149,23,0.8,44,3.0,46.959841,349.27431,46.963478,53.19557,388.720106,53.198623,53,2.5896370044826327,8.602587920750807,423
8199,23,0.8,94,3.0,50.706949,379.71808,50.710212,52.136249,389.138497,52.13934,53,2.5901041971559544,8.60413990121804,423
9161,25,0.8,56,3.0,49.054736,352.938011,49.058234,53.540709,396.429676,53.544266,63,2.598166157520206,8.630921153851917,500
8122,23,0.8,17,3.0,59.358714,432.553954,59.36222,54.938206,398.21749,54.941247,52,2.600120330637848,8.637412776433685,423
8204,23,0.8,99,3.0,52.785137,404.98695,52.788553,52.75674,404.660002,52.759902,53,2.607090279338047,8.6605664448408,423
8125,23,0.8,20,3.0,50.75963,374.662154,50.762913,57.805041,423.069691,57.808138,53,2.6264119132940813,8.72475152351848,423
8140,23,0.8,35,3.0,55.673118,426.678138,55.676398,55.442701,425.46275,55.445739,52,2.6288615428515985,8.732889016767663,423
9172,25,0.8,67,3.0,438.233358,3403.045942,438.23684,57.445044,428.656903,57.448636,61,2.632109821905444,8.743679566216665,500
9116,25,0.8,11,3.0,115.36311,891.047403,115.366771,56.968057,433.334823,56.971872,62,2.636823590555408,8.75933836672778,500
9121,25,0.8,16,3.0,422.778352,3240.349054,422.782069,58.063137,435.727651,58.066857,61,2.639215120862262,8.767282858443894,500
8172,23,0.8,67,3.0,60.418418,443.324786,60.421811,57.824568,441.540284,57.827633,53,2.6449703326492604,8.786401258171152,423
294,27,0.8,7,3.0,986.249511,7596.028089,986.25432,61.036892,450.053991,61.041461,71,2.6532646173016543,8.813954275384932,583
9154,25,0.8,49,3.0,113.199777,876.919945,113.203209,59.871631,454.478809,59.875315,62,2.657513638165423,8.828069217168046,500
8114,23,0.8,9,3.0,61.062175,462.226772,61.067987,60.017984,458.370928,60.020979,53,2.6612170648721545,8.840371734392493,423
8169,23,0.8,64,3.0,73.253377,544.212078,73.25666,62.63336,463.360638,62.63642,53,2.6659191381603344,8.85599168375272,423
9174,25,0.8,69,3.0,359.139785,2825.652678,359.143232,63.66023,477.089484,63.663759,61,2.678599843951287,8.898116076582685,500
9155,25,0.8,50,3.0,227.166854,1703.961175,227.170343,64.491134,478.115361,64.494662,62,2.6795326970326823,8.901214947442174,500
8121,23,0.8,16,3.0,126.427159,970.770631,126.430565,64.219527,481.686942,64.222667,53,2.6827648732311635,8.911952004363535,423
9107,25,0.8,2,3.0,109.041418,825.291979,109.04506,63.701414,481.786012,63.705061,62,2.682854186697193,8.91224869727559,500
8126,23,0.8,21,3.0,70.407173,526.547433,70.410504,68.415564,516.357134,68.418704,53,2.7129501816192203,9.012225428350659,423
9120,25,0.8,15,3.0,66.501125,489.690577,66.504879,70.872704,518.442531,70.876328,62,2.7147006221467684,9.018040265917552,500
9156,25,0.8,51,3.0,191.88512,1444.091123,191.888846,70.58443,535.483283,70.588065,62,2.728745917344947,9.064697726637368,500
8152,23,0.8,47,3.0,28.707926,201.489284,28.7113,74.131987,544.958086,74.134999,53,2.7363631009575324,9.090001462883931,423
9177,25,0.8,72,3.0,171.78897,1319.826713,171.792803,71.859179,547.94921,71.86286,62,2.738740305128556,9.097898364206937,500
8200,23,0.8,95,3.0,122.619149,907.871256,122.622391,72.502176,553.932923,72.505222,53,2.743457178203752,9.11356747739545,423
9140,25,0.8,35,3.0,148.868893,1149.094343,148.872415,74.869907,558.225436,74.873456,62,2.7468096215878712,9.124704053259673,500
8119,23,0.8,14,3.0,66.655689,503.171312,66.659124,73.590718,561.952511,73.594136,53,2.7496996161347673,9.134304407339078,423
9202,25,0.8,97,3.0,159.706231,1237.59415,159.710094,75.79628,567.052212,75.799924,62,2.753623048909707,9.147337768902553,500
9169,25,0.8,64,3.0,777.791371,6051.598978,777.795028,77.471474,570.72128,77.475129,61,2.75642406602062,9.156642546337554,500
9145,25,0.8,40,3.0,108.786077,831.873045,108.789614,77.791463,579.329742,77.79507,62,2.7629258251586637,9.178240922684413,500
9157,25,0.8,52,3.0,109.013849,840.086469,109.017272,77.298316,588.306767,77.301946,63,2.769603843889498,9.200424820724555,500
9182,25,0.8,77,3.0,151.414719,1117.095126,151.418257,78.716511,589.049387,78.720041,63,2.7701517083735387,9.202244787146281,500
8182,23,0.8,77,3.0,65.823785,494.067136,65.827121,78.058627,597.638904,78.061737,53,2.776438860632286,9.22313025487145,423
9110,25,0.8,5,3.0,273.112012,2122.847874,273.121409,82.819449,609.345479,82.825461,62,2.7848635932592924,9.251116610877014,500
9149,25,0.8,44,3.0,114.522609,882.701817,114.526109,80.573864,613.588677,80.577433,62,2.7878773366616034,9.261128049755934,500
9142,25,0.8,37,3.0,169.33372,1329.688399,169.337294,81.676535,615.095362,81.680232,62,2.788942452327924,9.26466628741219,500
9168,25,0.8,63,3.0,77.676101,590.298912,77.679689,81.88196,619.907663,81.885536,62,2.792327004923997,9.275909527769707,500
9111,25,0.8,6,3.0,108.116335,819.771016,108.119951,83.182385,629.259871,83.186187,62,2.7988300369136176,9.29751213243798,500
9194,25,0.8,89,3.0,157.584332,1233.418698,157.58783,82.869597,638.930287,82.873116,62,2.8054534753370444,9.319514718621518,500
8141,23,0.8,36,3.0,47.120443,350.532479,47.123763,84.487646,643.686282,84.490696,53,2.8086742537069003,9.330213912775747,423
9122,25,0.8,17,3.0,90.26318,681.258587,90.266861,91.393604,685.860048,91.397271,62,2.8362355055287227,9.421770409532924,500
9130,25,0.8,25,3.0,235.04596,1840.853214,235.049443,91.41191,700.681912,91.415501,62,2.8455209063904183,9.452615843527683,500
305,27,0.8,18,3.0,3046.525425,23929.950097,3046.530392,94.476089,714.115518,94.48035,71,2.853768470560478,9.48001365865859,583
7074,27,0.8,48,3.0,433.983775,3288.323142,433.987791,94.99375,714.625078,94.998031,72,2.8540782526247677,9.481042732401246,583
290,27,0.8,3,3.0,819.690583,6334.089325,819.694653,97.07986,715.971712,97.083942,72,2.8548958636975246,9.48375877759453,583
9129,25,0.8,24,3.0,111.899923,871.588454,111.903437,93.307541,719.517572,93.311069,62,2.8570414047068815,9.490886110552244,500
8113,23,0.8,8,3.0,121.627099,940.761734,121.630527,94.06857,720.240417,94.071683,52,2.8574774885814582,9.492334749826929,423
8183,23,0.8,78,3.0,96.802622,734.846404,96.806003,95.807479,734.020935,95.81066,53,2.8657084465990703,9.519677400513471,423
7084,27,0.8,58,3.0,590.45281,4393.975485,590.45721,101.824872,746.56716,101.8291,72,2.8730688822625807,9.544128238534698,583
7085,27,0.8,59,3.0,523.700038,3958.322694,523.705489,105.184478,783.290602,105.188687,72,2.8939229158646724,9.613403838649212,583
7089,27,0.8,63,3.0,714.730299,5355.124913,714.735837,110.539884,785.098083,110.544192,72,2.894923916929613,9.61672909220985,583
8154,23,0.8,49,3.0,168.166663,1192.683951,168.169999,115.65139,790.749832,115.654487,52,2.8980391083190526,9.62707753400738,423
295,27,0.8,8,3.0,426.661224,3340.582092,426.66536,115.017547,871.502432,115.021739,72,2.9402686033825653,9.76736088009177,583
7082,27,0.8,56,3.0,4782.070007,36812.518352,4782.074394,120.322962,892.470573,120.32729,71,2.9505939052386725,9.801660790415767,583
9109,25,0.8,4,3.0,146.996635,1105.712194,147.000289,123.136057,932.770932,123.139793,62,2.969775003679197,9.865379020216144,500
9163,25,0.8,58,3.0,250.765977,1952.479671,250.769459,128.505838,977.700854,128.50945,62,2.990205994531565,9.933249302735012,500
9144,25,0.8,39,3.0,109.425749,830.506066,109.429172,128.809401,979.940853,128.813013,62,2.991199863456866,9.936550863840605,500
9125,25,0.8,20,3.0,296.977033,2206.490491,296.980493,143.01021,1007.988998,143.013763,62,3.0034557918972387,9.97726417685561,500
352,29,0.8,39,3.0,14765.613632,115990.654131,14765.62268,135.416945,1017.492752,135.422289,82,3.007531324258323,9.990802802307517,673
345,29,0.8,30,3.0,17942.42149,139716.255344,17942.427685,150.998716,1061.512415,151.003549,82,3.0259250778561984,10.051905529154734,673
9153,25,0.8,48,3.0,171.127079,1281.173706,171.130575,145.821301,1082.346308,145.824821,62,3.034366240058816,10.07994646302911,500
9135,25,0.8,30,3.0,153.457988,1178.612004,153.461413,151.249582,1172.809442,151.253243,62,3.069227453709051,10.195752908075699,500
9126,25,0.8,21,3.0,146.353066,1098.459801,146.356568,158.789895,1202.279839,158.79353,62,3.0800055644958824,10.231557017108281,500
9176,25,0.8,71,3.0,369.632618,2784.808506,369.63627,168.97749,1242.943317,168.981094,62,3.0944513235930313,10.279544790105074,500
9128,25,0.8,23,3.0,299.700285,2266.857133,299.703771,171.735466,1245.770142,171.739115,62,3.0954379177084266,10.282822184815258,500
9185,25,0.8,80,3.0,121.070565,918.431224,121.074027,178.145439,1250.489233,178.149127,62,3.097079956707211,10.28827692029822,500
9108,25,0.8,3,3.0,99.936642,745.292798,99.940341,173.077692,1258.149633,173.08139,61,3.099732295260049,10.297087798254044,500
9196,25,0.8,91,3.0,210.757358,1577.275397,210.760972,180.035449,1288.213721,180.039355,62,3.1099879205945014,10.3311562481832,500
9151,25,0.8,46,3.0,185.44177,1360.40913,185.445266,178.363477,1325.259671,178.367114,62,3.1223009821469905,10.372059353288492,500
9141,25,0.8,36,3.0,233.369575,1762.047315,233.373112,191.3855,1426.059245,191.389186,62,3.154137568462626,10.477818203815708,500
9201,25,0.8,96,3.0,235.513805,1784.387537,235.517408,201.202059,1478.329442,201.20571,61,3.1697712262777435,10.529752090937603,500
9148,25,0.8,43,3.0,239.145446,1828.815372,239.148916,198.765427,1505.914704,198.769081,62,3.177800373836,10.55642434178937,500
9105,25,0.8,0,3.0,209.692196,1572.215905,209.69584,206.753087,1554.122051,206.756757,62,3.191485122569383,10.60188409307827,500
9164,25,0.8,59,3.0,93.454269,719.966696,93.45778,220.578829,1671.287498,220.582513,62,3.2230511644685684,10.706744214507566,500
9136,25,0.8,31,3.0,221.240685,1702.12289,221.244206,221.472969,1703.041022,221.476706,62,3.231225109156769,10.733897471013355,500
9173,25,0.8,68,3.0,232.333684,1802.231156,232.337366,230.659653,1720.259209,230.663257,62,3.2355938914172406,10.748410251544861,500
297,27,0.8,10,3.0,2290.364769,17130.804514,2290.373279,239.148569,1726.818386,239.152813,71,3.237246664084204,10.753900643501709,583
9143,25,0.8,38,3.0,147.69983,1146.765437,147.70329,235.671221,1827.341514,235.674896,61,3.2618197207434516,10.835530570795322,500
311,27,0.8,24,3.0,2200.507977,17238.036396,2200.512353,251.092384,1841.068292,251.096842,71,3.265069898383794,10.84632742721215,583
319,27,0.8,32,3.0,1986.951318,15149.035122,1986.955593,249.734641,1896.602683,249.73892,72,3.2779763605917096,10.889201766626227,583
9113,25,0.8,8,3.0,174.634574,1359.918206,174.638211,256.666827,1941.588259,256.670587,63,3.2881571371048173,10.923021574152889,500
317,27,0.8,30,3.0,1155.771632,9010.861182,1155.776006,269.000587,2002.307973,269.004853,72,3.301530876683707,10.967448175393711,583
9138,25,0.8,33,3.0,202.213722,1574.412362,202.217199,263.62404,2007.168882,263.627645,62,3.302583915305136,10.970946293975235,500
7073,27,0.8,47,3.0,1632.220802,12694.557106,1632.224957,279.257689,2029.722483,279.261916,71,3.3074366623758817,10.987066770806928,583
302,27,0.8,15,3.0,1752.347207,13779.584895,1752.352795,276.882415,2037.546301,276.886644,71,3.309107486388866,10.992617128037274,583
9178,25,0.8,73,3.0,264.894307,2047.624285,264.897977,264.788708,2040.51832,264.792399,62,3.309740498270864,10.99471994799248,500
7075,27,0.8,49,3.0,3229.535621,24784.992027,3229.540148,279.224344,2059.09059,279.229526,72,3.3136754538893562,11.007791587613685,583
9184,25,0.8,79,3.0,271.957756,2033.88373,271.961313,279.97878,2069.340394,279.982661,62,3.315831935361981,11.014955264003701,500
9119,25,0.8,14,3.0,172.131374,1311.611286,172.134964,277.421931,2142.009099,277.425652,62,3.3308213113310834,11.06474889316029,500
9146,25,0.8,41,3.0,348.176927,2672.950617,348.18051,283.285356,2175.959231,283.289017,62,3.3376507541154803,11.087435811018207,500
9124,25,0.8,19,3.0,296.860551,2252.842523,296.864125,289.968103,2183.731174,289.97169,62,3.339199173943748,11.09257955034841,500
7076,27,0.8,50,3.0,2579.414932,20305.073144,2579.419405,297.059881,2212.673704,297.064044,71,3.344917374613923,11.111575001806868,583
9117,25,0.8,12,3.0,150.900932,1158.377513,150.904634,289.942009,2226.508651,289.945781,62,3.347624386902348,11.120567501980991,500
9186,25,0.8,81,3.0,298.857683,2233.850536,298.861243,297.961773,2227.425506,297.965321,62,3.3478031884107646,11.121161467735208,500
9139,25,0.8,34,3.0,395.669223,3059.400191,395.672787,309.297993,2376.459376,309.30168,62,3.375930394717532,11.214598024596352,500
9204,25,0.8,99,3.0,348.737524,2573.874341,348.741641,341.065324,2535.802471,341.069034,62,3.4041154207018818,11.308226654268893,500
9134,25,0.8,29,3.0,311.758609,2353.313538,311.762436,333.868115,2539.71543,333.871787,62,3.4047850575237555,11.310451139640847,500
335,29,0.8,13,3.0,24254.99862,190178.583722,24255.003667,381.492858,2578.295933,381.500629,82,3.4113327635576653,11.332202148271955,673
9203,25,0.8,98,3.0,282.646421,2143.428195,282.649964,361.073729,2639.042509,361.077354,62,3.4214463857772475,11.365798874064263,500
307,27,0.8,20,3.0,1994.910192,15515.980526,1994.914519,362.461225,2652.993091,362.465586,71,3.4237361189817705,11.373405203126165,583
323,27,0.8,36,3.0,1057.002958,8152.257236,1057.007015,363.09939,2691.493629,363.103624,72,3.4299933561400335,11.39419129503857,583
9183,25,0.8,78,3.0,232.941646,1716.168697,232.945298,362.733002,2773.83575,362.736848,62,3.443080741171093,11.437666647061857,500
7068,27,0.8,42,3.0,1052.980308,8181.358544,1052.984559,374.14268,2811.020632,374.146867,72,3.448864033202911,11.456878327343292,583
9197,25,0.8,92,3.0,425.601331,3284.264148,425.604979,374.735283,2817.5034,374.739074,62,3.4498644487999,11.460201636021493,500
9158,25,0.8,53,3.0,382.204705,2950.50877,382.208292,371.809779,2869.432963,371.813529,61,3.4577960830159737,11.48654995456224,500
349,29,0.8,34,3.0,5979.290294,46606.34052,5979.295194,390.713684,2878.891567,390.71844,82,3.4592253075524835,11.49129773570397,673
7072,27,0.8,46,3.0,839.663054,6479.927398,839.667329,385.710791,2890.242116,385.715218,72,3.460934225192,11.49697463722253,583
289,27,0.8,2,3.0,492.926801,3664.895714,492.931572,397.519093,3015.040974,397.523527,72,3.4792932185196817,11.557961892951605,583
